type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	rea_LOVE	rea_HAHA	rea_WOW	rea_SAD	rea_ANGRY	rea_THANKFUL
link	post_page_18468761129	18468761129_10156851171351130	https://www.facebook.com/18468761129/posts/10156851171351130/	"“I mean  what happens to America?” asked Gov. Matt Bevin as the temperature plummeted."	https://external.xx.fbcdn.net/safe_image.php?d=AQCBgvfYIXKPWvYK&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51cd7320000062016bbf2b.jpeg%3Fcache%3D9yfdqitjav%26ops%3D1910_1000&cfs=1&sx=277&sy=0&sw=1000&sh=1000&_nc_hash=AQDro3_ADEvRKxaX	https://external.xx.fbcdn.net/safe_image.php?d=AQDG4k_tVZSGnVl6&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51cd7320000062016bbf2b.jpeg%3Fcache%3D9yfdqitjav%26ops%3D1910_1000&_nc_hash=AQAJn85g8dKZc7yI	http://huffp.st/9rVs8aj	huffp.st	2019-01-30T20:00:34+0000	1548878434	"2019-01-30 21:00:34"	540	2421	4617	763	7801	12	553	347	83	3082	0
link	post_page_18468761129	18468761129_10156851104471130	https://www.facebook.com/18468761129/posts/10156851104471130/	"The award  which is usually reserved for public officials and politicians  celebrates “political courage.” ❤️"	https://external.xx.fbcdn.net/safe_image.php?d=AQA4wE8-0Xx2nRW9&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51c2d923000059011fa351.jpeg%3Fcache%3Dwdpy4pfgfi%26ops%3D1910_1000&cfs=1&sx=540&sy=0&sw=1000&sh=1000&_nc_hash=AQDpBqfShBHkCSPI	https://external.xx.fbcdn.net/safe_image.php?d=AQClXEfWBPCUw2--&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51c2d923000059011fa351.jpeg%3Fcache%3Dwdpy4pfgfi%26ops%3D1910_1000&_nc_hash=AQAitwRLExMSJ992	http://huffp.st/5y7HqSt	huffp.st	2019-01-30T19:30:59+0000	1548876659	"2019-01-30 20:30:59"	17709	1433	23713	2946	28092	5622	251	52	5	74	0
link	post_page_18468761129	18468761129_10156851049796130	https://www.facebook.com/18468761129/posts/10156851049796130/	"Police confirmed that Jussie Smollett s attackers cited Trump s  Make America Great Again  slogan during the racist and homophobic attack."	https://external.xx.fbcdn.net/safe_image.php?d=AQBjDPJNv6oCIe_7&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51d916260000d001faf032.jpeg%3Fcache%3Dhjcxffref7%26ops%3D1910_1000&cfs=1&sx=383&sy=0&sw=1000&sh=1000&_nc_hash=AQDNgxrAWx-eOcNo	https://external.xx.fbcdn.net/safe_image.php?d=AQCxt8ujYnfW1Z9I&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51d916260000d001faf032.jpeg%3Fcache%3Dhjcxffref7%26ops%3D1910_1000&_nc_hash=AQBucAtk6xjk4nkr	http://huffp.st/BWnwLik	huffp.st	2019-01-30T19:02:55+0000	1548874975	"2019-01-30 20:02:55"	613	1649	5754	1275	8678	6	39	128	1261	3707	0
video	post_page_18468761129	18468761129_10156850859286130	https://www.facebook.com/18468761129/posts/10156850859286130/	"Teacher Christopher Landis was shocked when his middle school students broke into song at his engagement brunch."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/51132564_579132152513882_7343009039401353216_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=e86ea9c8d2cfe67e2e0532e4e02a44d4&oe=5CF1A933	https://scontent.xx.fbcdn.net/v/t15.5256-10/51132564_579132152513882_7343009039401353216_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=c33bd8bc8ca38151c672c08399453109&oe=5CB5B0C1	https://www.facebook.com/HuffPost/videos/579134825846948/	facebook.com	2019-01-30T18:45:39+0000	1548873939	"2019-01-30 19:45:39"	415	57	779	72	908	363	0	1	0	0	0
link	post_page_18468761129	18468761129_10156850986371130	https://www.facebook.com/18468761129/posts/10156850986371130/	"The leaders of top national intelligence agencies released their annual report on worldwide security threats  challenging many of Trump’s false talking points."	https://external.xx.fbcdn.net/safe_image.php?d=AQA0INu46IlFubh8&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51c60423000004011fa353.jpeg%3Fops%3D1910_1000&cfs=1&sx=407&sy=0&sw=1000&sh=1000&_nc_hash=AQA15WcjcrXPfuiN	https://external.xx.fbcdn.net/safe_image.php?d=AQCFjvlmlpfPycJQ&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51c60423000004011fa353.jpeg%3Fops%3D1910_1000&_nc_hash=AQB9fQCFZzAjqGWj	http://huffp.st/SeWLVEA	huffp.st	2019-01-30T18:30:17+0000	1548873017	"2019-01-30 19:30:17"	752	803	3311	1227	5341	9	518	174	120	1738	0
video	post_page_18468761129	18468761129_10156850845431130	https://www.facebook.com/18468761129/posts/10156850845431130/	"This city is decriminalizing marijuana and vacating nearly 5 000 marijuana-related cases."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/50807023_292328568148020_6180572739124854784_n.jpg?_nc_cat=100&_nc_ht=scontent.xx&oh=dd42486604e4f7b11a2c9cb336078ad2&oe=5CB72B89	https://scontent.xx.fbcdn.net/v/t15.5256-10/50807023_292328568148020_6180572739124854784_n.jpg?_nc_cat=100&_nc_ht=scontent.xx&oh=a6e53c92c968235361edbe1512f79096&oe=5CBE517B	https://www.facebook.com/HuffPost/videos/292337084813835/	facebook.com	2019-01-30T18:15:48+0000	1548872148	"2019-01-30 19:15:48"	276	42	350	61	453	62	0	12	0	0	0
link	post_page_18468761129	18468761129_10156850942421130	https://www.facebook.com/18468761129/posts/10156850942421130/	"“He’s caved more often than I can tell you.”"	https://external.xx.fbcdn.net/safe_image.php?d=AQB8AEAU3XVTGQ-5&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c518c67260000d001faeffc.jpeg%3Fcache%3Drbsc2nmlyz%26ops%3D1910_1000&cfs=1&sx=492&sy=0&sw=1000&sh=1000&_nc_hash=AQAmIRIEFJCCCMZm	https://external.xx.fbcdn.net/safe_image.php?d=AQDwK9i1XR_TfY8T&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c518c67260000d001faeffc.jpeg%3Fcache%3Drbsc2nmlyz%26ops%3D1910_1000&_nc_hash=AQBAD2wyd01-hd-j	http://huffp.st/jBKNWtL	huffp.st	2019-01-30T18:04:13+0000	1548871453	"2019-01-30 19:04:13"	1213	191	1542	96	1829	134	184	9	0	2	0
link	post_page_18468761129	18468761129_10156850889271130	https://www.facebook.com/18468761129/posts/10156850889271130/	"Former White House aide Cliff Sims said the incident was  one of the most hilarious things I ve seen in my life. "	https://external.xx.fbcdn.net/safe_image.php?d=AQAQ2T_x5eJnc7tC&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c5149f72400000d02486ce2.jpeg%3Fcache%3Dx0fahdzbh1%26ops%3D1910_1000&cfs=1&sx=418&sy=0&sw=1000&sh=1000&_nc_hash=AQAHJGHW1TvYAQeB	https://external.xx.fbcdn.net/safe_image.php?d=AQCKH2-lnPP1AyBM&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c5149f72400000d02486ce2.jpeg%3Fcache%3Dx0fahdzbh1%26ops%3D1910_1000&_nc_hash=AQBDwH2lAO4a0Q5d	http://huffp.st/RK3SgOu	huffp.st	2019-01-30T17:32:13+0000	1548869533	"2019-01-30 18:32:13"	503	113	1536	101	1750	11	978	27	5	12	0
video	post_page_18468761129	18468761129_10156850783796130	https://www.facebook.com/18468761129/posts/10156850783796130/	"The late-night hosts tried to teach President Donald Trump about climate change after he appeared to once again dismiss it."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/51316754_1138988932927027_6510640301512589312_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=27829a5ee68ce1fc3b3c764e508f1409&oe=5CB53412	https://scontent.xx.fbcdn.net/v/t15.5256-10/51316754_1138988932927027_6510640301512589312_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=9d374d19d5bb10cb54af9a1cb2789edd&oe=5CF06D54	https://www.facebook.com/HuffPost/videos/1138997286259525/	facebook.com	2019-01-30T17:15:45+0000	1548868545	"2019-01-30 18:15:45"	249	138	371	61	570	23	92	4	2	1	0
link	post_page_18468761129	18468761129_10156850839011130	https://www.facebook.com/18468761129/posts/10156850839011130/	"Only 15 black players out of the 57 on the team’s official roster attended the event. Most of the team’s white players did attend  however."	https://external.xx.fbcdn.net/safe_image.php?d=AQAJJPKMvYfOaLNn&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c5164362400000902486ce9.jpeg%3Fcache%3Dbhefsolfox%26ops%3D1910_1000&cfs=1&sx=450&sy=0&sw=1000&sh=1000&_nc_hash=AQBvweK6JCDatDJI	https://external.xx.fbcdn.net/safe_image.php?d=AQDoBNsKp9TotIci&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c5164362400000902486ce9.jpeg%3Fcache%3Dbhefsolfox%26ops%3D1910_1000&_nc_hash=AQDXBBucuux7YVou	http://huffp.st/PfnQEzb	huffp.st	2019-01-30T17:02:44+0000	1548867764	"2019-01-30 18:02:44"	2141	729	3087	536	4352	235	597	71	16	27	0
video	post_page_18468761129	18468761129_10156850731511130	https://www.facebook.com/18468761129/posts/10156850731511130/	"Sarah Palin tried to mock Stacey Abrams for losing Georgia’s 2018 gubernatorial race. She seems to have forgotten her own huge loss in the 2008 presidential election."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/50310236_544750606039100_5824493781050720256_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=e97aefc362dd06b92ea07b19bb9da1d6&oe=5CEC2517	https://scontent.xx.fbcdn.net/v/t15.5256-10/50310236_544750606039100_5824493781050720256_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=7645e1ae50753ccbaa5bfa0d3c4af574&oe=5CB91DE5	https://www.facebook.com/HuffPost/videos/544753872705440/	facebook.com	2019-01-30T16:45:22+0000	1548866722	"2019-01-30 17:45:22"	266	487	720	66	1273	11	342	18	3	80	0
link	post_page_18468761129	18468761129_10156850772926130	https://www.facebook.com/18468761129/posts/10156850772926130/	OOPS.	https://external.xx.fbcdn.net/safe_image.php?d=AQCBIvyL9ng4vBDX&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51b3c32400000802486d21.png%3Fcache%3Dbx3zsxnofj%26ops%3D1910_1000&cfs=1&sx=0&sy=0&sw=1000&sh=1000&_nc_hash=AQCHi6ZOmuZ-i9fm	https://external.xx.fbcdn.net/safe_image.php?d=AQDajreT89I40m3W&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51b3c32400000802486d21.png%3Fcache%3Dbx3zsxnofj%26ops%3D1910_1000&_nc_hash=AQA2UEChHWoLH9Eo	http://huffp.st/UThSzTn	huffp.st	2019-01-30T16:30:16+0000	1548865816	"2019-01-30 17:30:16"	1044	1133	4974	1050	7157	101	3755	58	10	6	0
link	post_page_18468761129	18468761129_10156850721641130	https://www.facebook.com/18468761129/posts/10156850721641130/	"“I suddenly found myself a participant in this ‘Game of Thrones ’ basically  where it’s like I need to push this person out so that I can get a better position or they’re coming after me so I’m going to come after them. "	https://external.xx.fbcdn.net/safe_image.php?d=AQBiko6MMpMtQylv&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51340a23000059011fa31c.jpeg%3Fcache%3Duftws8mznq%26ops%3D1910_1000&cfs=1&sx=545&sy=0&sw=1000&sh=1000&_nc_hash=AQBiUqXysVG6Fo11	https://external.xx.fbcdn.net/safe_image.php?d=AQAnc3UZRyMz6-fY&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51340a23000059011fa31c.jpeg%3Fcache%3Duftws8mznq%26ops%3D1910_1000&_nc_hash=AQDWqbkZ9HtHD_at	http://huffp.st/SAxqD3g	huffp.st	2019-01-30T16:02:46+0000	1548864166	"2019-01-30 17:02:46"	53	75	262	44	381	0	14	58	11	126	0
link	post_page_18468761129	18468761129_10156850643186130	https://www.facebook.com/18468761129/posts/10156850643186130/	"Pete Souza used photographic evidence in a bid to disprove Trump’s reported claim about what Obama did in the official residence."	https://external.xx.fbcdn.net/safe_image.php?d=AQDfhWR2C2l7E11j&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c516032250000b6017dba2e.jpeg%3Fcache%3Dcjmmypqzim%26ops%3D1910_1000&cfs=1&sx=467&sy=0&sw=1000&sh=1000&_nc_hash=AQDgddlwaIJYrF8V	https://external.xx.fbcdn.net/safe_image.php?d=AQCqwyadOpP5ZQFF&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c516032250000b6017dba2e.jpeg%3Fcache%3Dcjmmypqzim%26ops%3D1910_1000&_nc_hash=AQBXqhZYtnlIVUR_	http://huffp.st/1Gbhuxl	huffp.st	2019-01-30T15:30:46+0000	1548862246	"2019-01-30 16:30:46"	3530	318	4721	413	5452	705	412	37	6	31	0
link	post_page_18468761129	18468761129_10156850564876130	https://www.facebook.com/18468761129/posts/10156850564876130/	"When the flight attendant offered the woman another seat  the woman stood and announced: “I eat salad.”"	https://external.xx.fbcdn.net/safe_image.php?d=AQA1sa-7r5Wk_Ri3&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c512b8f2500003a017dba21.jpeg%3Fcache%3Dlytjaqzcbf%26ops%3D1910_1000&cfs=1&sx=787&sy=0&sw=1000&sh=1000&_nc_hash=AQA7whf4woPv0LWk	https://external.xx.fbcdn.net/safe_image.php?d=AQAquoYHoTfd1FHo&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c512b8f2500003a017dba21.jpeg%3Fcache%3Dlytjaqzcbf%26ops%3D1910_1000&_nc_hash=AQBvzCyxI54fT5AI	http://huffp.st/Ju5ifrK	huffp.st	2019-01-30T15:00:08+0000	1548860408	"2019-01-30 16:00:08"	6153	3029	11403	1374	15806	274	389	1181	252	3154	0
link	post_page_18468761129	18468761129_10156850486691130	https://www.facebook.com/18468761129/posts/10156850486691130/	"“Oh  I think he will ” responded Fox News’ Sean Hannity."	https://external.xx.fbcdn.net/safe_image.php?d=AQDHydC3dMEOPAEO&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51a1ff24000096019fa4be.png%3Fcache%3Dc1hagxzpua%26ops%3D1910_1000&cfs=1&sx=450&sy=0&sw=1000&sh=1000&_nc_hash=AQAz2UgwF1hepJ1U	https://external.xx.fbcdn.net/safe_image.php?d=AQDxhdMH1goIN5pg&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c51a1ff24000096019fa4be.png%3Fcache%3Dc1hagxzpua%26ops%3D1910_1000&_nc_hash=AQAKLxKTfrTdE7Tl	http://huffp.st/Qjp3GFB	huffp.st	2019-01-30T14:33:47+0000	1548858827	"2019-01-30 15:33:47"	343	2548	4993	682	8223	22	1077	100	87	3364	0
link	post_page_18468761129	18468761129_10156850423011130	https://www.facebook.com/18468761129/posts/10156850423011130/	"The “Late Show” host and former New Jersey governor go at it over shots of tequila."	https://external.xx.fbcdn.net/safe_image.php?d=AQD8xtY-iV4w-RMF&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c516c5f260000d401faeff0.jpeg%3Fcache%3Dyslhbxiaz2%26ops%3D1910_1000&cfs=1&sx=0&sy=0&sw=1000&sh=1000&_nc_hash=AQBzS4wnoE0w_1dg	https://external.xx.fbcdn.net/safe_image.php?d=AQBIUSGltENqlyTV&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c516c5f260000d401faeff0.jpeg%3Fcache%3Dyslhbxiaz2%26ops%3D1910_1000&_nc_hash=AQA1GiAvXKNhgO2Y	http://huffp.st/WsvVbsh	huffp.st	2019-01-30T14:00:16+0000	1548856816	"2019-01-30 15:00:16"	290	33	453	38	524	23	134	5	0	1	0
link	post_page_18468761129	18468761129_10156850378641130	https://www.facebook.com/18468761129/posts/10156850378641130/	"Pete Souza gave Donald Trump the perfect photographic fact-check."	https://external.xx.fbcdn.net/safe_image.php?d=AQDfhWR2C2l7E11j&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c516032250000b6017dba2e.jpeg%3Fcache%3Dcjmmypqzim%26ops%3D1910_1000&cfs=1&sx=467&sy=0&sw=1000&sh=1000&_nc_hash=AQDgddlwaIJYrF8V	https://external.xx.fbcdn.net/safe_image.php?d=AQCqwyadOpP5ZQFF&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c516032250000b6017dba2e.jpeg%3Fcache%3Dcjmmypqzim%26ops%3D1910_1000&_nc_hash=AQBXqhZYtnlIVUR_	http://huffp.st/g1c8zMQ	huffp.st	2019-01-30T13:33:35+0000	1548855215	"2019-01-30 14:33:35"	2731	192	3861	336	4389	760	344	13	3	10	0
link	post_page_18468761129	18468761129_10156850309046130	https://www.facebook.com/18468761129/posts/10156850309046130/	"Using disgusting terms Trump will understand. Because he said them himself."	https://external.xx.fbcdn.net/safe_image.php?d=AQC_i8f5hv1Kdbz1&w=130&h=130&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c5156ae2400000802486ce4.png%3Fcache%3Dxckfkbucfc%26ops%3D1910_1000&cfs=1&sx=458&sy=0&sw=1000&sh=1000&_nc_hash=AQBu-zc-nOH7kYZT	https://external.xx.fbcdn.net/safe_image.php?d=AQC0LqLp_y-wz9QE&url=https%3A%2F%2Fimg.huffingtonpost.com%2Fasset%2F5c5156ae2400000802486ce4.png%3Fcache%3Dxckfkbucfc%26ops%3D1910_1000&_nc_hash=AQC4bV1YOS7wrWLt	http://huffp.st/kwicOma	huffp.st	2019-01-30T13:00:37+0000	1548853237	"2019-01-30 14:00:37"	2370	90	3208	329	3627	208	601	15	3	11	0
