type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	rea_LOVE	rea_HAHA	rea_WOW	rea_SAD	rea_ANGRY	rea_THANKFUL
link	post_page_15704546335	15704546335_10157787219206336	https://www.facebook.com/15704546335/posts/10157787219206336/	" Medicare-for-all is the plan that she believes will solve the problem and get all Americans covered. Period ” Harris campaign national press secretary Ian Sams told Fox News."	https://external.xx.fbcdn.net/safe_image.php?d=AQBbTImify2SeHo2&w=130&h=130&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F30%2F694940094001_5996374403001_5996374558001-vs.jpg&cfs=1&sx=209&sy=0&sw=720&sh=720&_nc_hash=AQANf5Xffrh83r0Q	https://external.xx.fbcdn.net/safe_image.php?d=AQDrNsIdTtqqCFEz&url=https%3A%2F%2Fmedia2.foxnews.com%2FBrightCove%2F694940094001%2F2019%2F01%2F30%2F694940094001_5996374403001_5996374558001-vs.jpg&_nc_hash=AQA00kQCNd0PqltI	https://www.foxnews.com/politics/kamala-harris-stands-by-medicare-for-all-amid-criticism-over-insurance-comments	foxnews.com	2019-01-30T19:00:15+0000	1548874815	"2019-01-30 20:00:15"	638	6524	7352	852	14728	65	2486	148	123	3892	0
link	post_page_15704546335	15704546335_10157787506456336	https://www.facebook.com/15704546335/posts/10157787506456336/	"Former Starbucks CEO Howard Schultz fires back at Democrats decrying his possible 2020 presidential bid: They  need a little bit less caffeine.   Don t miss Dana Perino s full interview with Schultz today at 2p ET on  The Daily Briefing.  https://fxn.ws/2UtwBie"	https://scontent.xx.fbcdn.net/v/t39.2147-6/c59.0.130.130a/p130x130/51735794_316124175586919_8047831812833017856_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=35200a3043a75204cf93007ce13f5de7&oe=5CC10C34	https://scontent.xx.fbcdn.net/v/t39.2147-6/51735794_316124175586919_8047831812833017856_n.jpg?_nc_cat=101&_nc_ht=scontent.xx&oh=8a8dc4278d50ed5ba0b4483ad83e6f11&oe=5CB7D58C	https://fxn.ws/2UtwBie	fxn.ws	2019-01-30T18:25:10+0000	1548872710	"2019-01-30 19:25:10"	1696	1271	3118	336	4725	45	1289	50	1	37	0
link	post_page_15704546335	15704546335_10157787386011336	https://www.facebook.com/15704546335/posts/10157787386011336/	"Virginia Democratic Del. Kathy Tran has said the bill  eliminates medically unnecessary and unduly burdensome requirements that make it difficult for women to access abortions   recognizing that  women have the constitutional right to make healthcare decisions about their own bodies. "	https://external.xx.fbcdn.net/safe_image.php?d=AQA3Pv584TLFmSlV&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FKathy-Tran.jpg&cfs=1&sx=440&sy=0&sw=720&sh=720&_nc_hash=AQD5EeGD_sY7ZJbI	https://external.xx.fbcdn.net/safe_image.php?d=AQDx9Zky6cgon82w&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FKathy-Tran.jpg&_nc_hash=AQARHxtSAdXz5eN3	https://www.foxnews.com/politics/outrage-after-virginia-abortion-bill-sponsor-admits-pregnancies-could-be-terminated-up-until-birth	foxnews.com	2019-01-30T17:40:57+0000	1548870057	"2019-01-30 18:40:57"	2756	18337	43844	11716	73897	201	79	562	6166	34080	0
video	post_page_15704546335	15704546335_765537727148012	https://www.facebook.com/FoxNews/videos/765537727148012/	"U.S. Senate and House members hold a news conference to reintroduce a resolution to end U.S. support for the Saudi-led war in Yemen."	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/51436258_765581973810254_1002143254591832064_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=db13f18e14054ababa82d2f8316c138e&oe=5CC2254E	https://scontent.xx.fbcdn.net/v/t15.5256-10/51436258_765581973810254_1002143254591832064_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=43f5fa4a6c7615d313fe6963131bbab8&oe=5CFB48BC	https://www.facebook.com/FoxNews/videos/765537727148012/	facebook.com	2019-01-30T17:17:18+0000	1548868638	"2019-01-30 18:17:18"	1202	10265	5514	731	16510	251	416	63	55	3527	0
link	post_page_15704546335	15704546335_10157787237971336	https://www.facebook.com/15704546335/posts/10157787237971336/	"RECALL ALERT: More than 36 000 pounds of chicken nuggets are being recalled after Tyson Foods said it received complaints about rubber material in their product."	https://external.xx.fbcdn.net/safe_image.php?d=AQBh4ttUVWaiUiPw&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Ftyson_recall.jpg&cfs=1&_nc_hash=AQCvUmquzqZiMSjv	https://external.xx.fbcdn.net/safe_image.php?d=AQDKcxBH1UyLltwO&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Ftyson_recall.jpg&_nc_hash=AQA58xZDYI1LLx7Y	https://www.foxnews.com/health/tyson-recalls-36000-pounds-of-chicken-nuggets-after-complaints-about-rubber-in-product	foxnews.com	2019-01-30T17:00:01+0000	1548867601	"2019-01-30 18:00:01"	584	987	1763	5657	8407	2	68	769	56	284	0
link	post_page_15704546335	15704546335_10157787105636336	https://www.facebook.com/15704546335/posts/10157787105636336/	"A deadly and likely once-in-a-lifetime arctic deep freeze from the polar vortex is so cold forecasters are warning people to keep their mouths closed if stepping out."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c59.0.130.130a/p130x130/51549527_2419648601650147_4350342906347782144_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=86f08e1521127af0b65b891247dab758&oe=5CC256D4	https://scontent.xx.fbcdn.net/v/t39.2147-6/51549527_2419648601650147_4350342906347782144_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=4cd6596ed0a08debf8e096b516a67cbf&oe=5CEDB701	https://www.foxnews.com/us/deadly-polar-vortex-blasts-midwest-with-record-breaking-cold-forecasters-warn-to-minimize-talking-outdoors	foxnews.com	2019-01-30T16:15:01+0000	1548864901	"2019-01-30 17:15:01"	6614	4611	13117	8908	26636	60	1223	4754	442	24	0
video	post_page_15704546335	15704546335_688163501579176	https://www.facebook.com/FoxNews/videos/688163501579176/	"Here is a live look of Chicago as the Midwest is facing a deadly and likely once-in-a-lifetime arctic deep freeze from the polar vortex. https://fxn.ws/2DJtkGc (Courtesy: WLS/WFLD)"	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/50739523_688202884908571_7961902449386586112_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=54f525007a11eb944f81bd418c5d6f82&oe=5CEA9BFA	https://scontent.xx.fbcdn.net/v/t15.5256-10/s12x12/50739523_688202884908571_7961902449386586112_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=94e53515e7198fac3efae8ee2aa871d8&oe=5CB466F8	https://www.facebook.com/FoxNews/videos/688163501579176/	facebook.com	2019-01-30T15:52:38+0000	1548863558	"2019-01-30 16:52:38"	3731	8030	7592	2365	17987	434	301	2883	193	50	0
link	post_page_15704546335	15704546335_10157786873671336	https://www.facebook.com/15704546335/posts/10157786873671336/	" Abortion is not a fight we can win by hating another person  we win by loving each other  by loving life. "	https://external.xx.fbcdn.net/safe_image.php?d=AQDGKz4lqFJBVhR0&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FPhilKing1.jpg&cfs=1&_nc_hash=AQDOS_01pdTEZx9R	https://external.xx.fbcdn.net/safe_image.php?d=AQA5x76bzo9bbWFx&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FPhilKing1.jpg&_nc_hash=AQBxvZpNCugacP1d	https://www.foxnews.com/faith-values/not-forgotten-worship-leader-pens-new-song-in-response-to-new-york-abortion-bill	foxnews.com	2019-01-30T15:30:00+0000	1548862200	"2019-01-30 16:30:00"	6721	1987	8554	2595	13136	1515	122	37	147	12	0
video	post_page_15704546335	15704546335_10157786938011336	https://www.facebook.com/15704546335/posts/10157786938011336/	"TUNE IN: Former Starbucks CEO Howard Schultz sits down with Dana Perino on  The Daily Briefing  to speak about his potential 2020 run at 2p ET on Fox News Channel."	https://scontent.xx.fbcdn.net/v/t15.5256-10/p130x130/51634481_359221661329621_6081356769794195456_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=6e2defcbd9064701d2d40b66c6a3ad76&oe=5CC0735B	https://scontent.xx.fbcdn.net/v/t15.5256-10/51634481_359221661329621_6081356769794195456_n.jpg?_nc_cat=107&_nc_ht=scontent.xx&oh=2eb5cb3aeeaf44f6c063048003e95556&oe=5CC009BA	https://www.facebook.com/FoxNews/videos/359218607996593/	facebook.com	2019-01-30T15:00:01+0000	1548860401	"2019-01-30 16:00:01"	416	891	874	91	1856	18	336	14	7	83	0
photo	post_page_15704546335	15704546335_10157784280546336	https://www.facebook.com/15704546335/posts/10157784280546336/	"Frost covers part of the face of a University of Minnesota student during a morning jog along Mississippi River Parkway on Tuesday. Extreme cold and record-breaking temperatures are slamming parts of the Midwest after a powerful snowstorm pounded the region  and forecasters warn that the frigid weather could be life-threatening. https://fxn.ws/2Tg1VAU"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/50827335_10157784277686336_5617854855671447552_n.jpg?_nc_cat=106&_nc_ht=scontent.xx&oh=c2a349ad2570b9a9eeb2e6249cfe1390&oe=5CFF7B48	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/50881534_10157784277681336_8106293846809247744_o.jpg?_nc_cat=109&_nc_ht=scontent.xx&oh=c718519f1b4b35f1b19055373f716f22&oe=5CED5B0E	https://www.facebook.com/FoxNews/photos/a.184044921335/10157784277666336/?type=3	facebook.com	2019-01-30T14:30:00+0000	1548858600	"2019-01-30 15:30:00"	438	925	1136	268	2329	7	130	533	17	11	0
video	post_page_15704546335	15704546335_377511949730934	https://www.facebook.com/FoxNews/videos/377511949730934/	"House Speaker Nancy Pelosi and Congressional Democrats hold a news conference with national organizations to reintroduce the  Paycheck Fairness Act. "	https://scontent.xx.fbcdn.net/v/t15.5256-10/s130x130/50476006_377533663062096_7327983813575835648_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=f0e308a2941e535198fd3fa30c5f8c19&oe=5CEB06D3	https://scontent.xx.fbcdn.net/v/t15.5256-10/s12x12/50476006_377533663062096_7327983813575835648_n.jpg?_nc_cat=1&_nc_ht=scontent.xx&oh=6bb1ff1d14364ddec2c6ca052241e37b&oe=5CB4EAD1	https://www.facebook.com/FoxNews/videos/377511949730934/	facebook.com	2019-01-30T14:09:49+0000	1548857389	"2019-01-30 15:09:49"	1065	18332	10507	754	29593	310	1699	122	154	7157	0
link	post_page_15704546335	15704546335_10157784307351336	https://www.facebook.com/15704546335/posts/10157784307351336/	"“Nothing says  ‘I love you’ like Nuggets ” reads Chick-fil-A’s press release."	https://external.xx.fbcdn.net/safe_image.php?d=AQDIp8qmCuJ7jnFP&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FChickFilAVanetinats.jpg&cfs=1&_nc_hash=AQDzdD52gLm8w4YP	https://external.xx.fbcdn.net/safe_image.php?d=AQD2kraO7HUeTUuw&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FChickFilAVanetinats.jpg&_nc_hash=AQAJ0tvScfp8P3Ao	https://www.foxnews.com/food-drink/chick-fil-a-selling-fast-food-in-serving-heart-shaped-trays-for-valentines-day	foxnews.com	2019-01-30T14:00:02+0000	1548856802	"2019-01-30 15:00:02"	4060	1952	5213	1287	8452	897	219	30	2	5	0
link	post_page_15704546335	15704546335_10157783925231336	https://www.facebook.com/15704546335/posts/10157783925231336/	"A trio of treasured Bugattis kept locked in a barn for years by the family of an artist could sell for a small fortune when they are auctioned next week."	https://external.xx.fbcdn.net/safe_image.php?d=AQA8D3KGg_cZov7o&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Fbarn-1.jpg&cfs=1&_nc_hash=AQDM_GhH8chckTBR	https://external.xx.fbcdn.net/safe_image.php?d=AQBJ0tlTubcxgJ0U&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2Fbarn-1.jpg&_nc_hash=AQDyv4sysRWy3eTc	https://www.foxnews.com/auto/million-dollar-car-collection-hidden-for-years-uncovered-in-poor-artists-barn	foxnews.com	2019-01-30T13:30:00+0000	1548855000	"2019-01-30 14:30:00"	4837	539	6988	1574	9101	221	21	1884	14	11	0
link	post_page_15704546335	15704546335_10157784691491336	https://www.facebook.com/15704546335/posts/10157784691491336/	"Can a pastry run for President? Pop-Tarts is possibly planning a 2020 run  according to their Twitter feed."	https://external.xx.fbcdn.net/safe_image.php?d=AQB2fn7lY7MoIlmX&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FPopTartsAndrewBurtonGettyIMages.jpg&cfs=1&_nc_hash=AQCzvovFmyoegZbd	https://external.xx.fbcdn.net/safe_image.php?d=AQB95YXKVsP-bgqU&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FPopTartsAndrewBurtonGettyIMages.jpg&_nc_hash=AQAuqQZAoeHmbFs7	https://www.foxnews.com/food-drink/pop-tarts-announces-political-aspirations-possible-presidential-run-in-2020-on-twitter	foxnews.com	2019-01-30T13:00:01+0000	1548853201	"2019-01-30 14:00:01"	999	1698	2880	815	5393	68	1729	30	11	43	0
link	post_page_15704546335	15704546335_10157784667251336	https://www.facebook.com/15704546335/posts/10157784667251336/	"UPDATE: Best Buy​ is offering a former security guard his job back after he was fired for tackling a man who allegedly struck a California cop in their store and tried to flee."	https://scontent.xx.fbcdn.net/v/t39.2147-6/c51.0.130.130a/p130x130/51557249_559803414535570_8135010878618599424_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=3ca7e73670f238932004a931ce1d9f41&oe=5CF885B8	https://scontent.xx.fbcdn.net/v/t39.2147-6/51557249_559803414535570_8135010878618599424_n.jpg?_nc_cat=103&_nc_ht=scontent.xx&oh=b847607a57736358a8d9a273587be57f&oe=5CF44467	https://www.foxnews.com/us/best-buy-offers-to-rehire-security-guard-who-tackled-man-that-allegedly-struck-california-cop-tried-to-flee	foxnews.com	2019-01-30T12:30:00+0000	1548851400	"2019-01-30 13:30:00"	7160	2197	8804	1003	12004	492	880	181	19	72	0
link	post_page_15704546335	15704546335_10157786468271336	https://www.facebook.com/15704546335/posts/10157786468271336/	"Democratic National Committee Chairman Tom Perez said that there is  no philosophical debate  in the party that universal health care is necessary  although he conceded there is no consensus on how to achieve that goal.  Catch up on this story and other developments in today s Fox News First newsletter."	https://external.xx.fbcdn.net/safe_image.php?d=AQDYxJzjChv7YAML&w=130&h=130&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FPerezDNC012919.jpg&cfs=1&sx=237&sy=0&sw=720&sh=720&_nc_hash=AQD6XuVXLe6LgFIw	https://external.xx.fbcdn.net/safe_image.php?d=AQCcgUGuZxaGwcRq&url=https%3A%2F%2Fstatic.foxnews.com%2Ffoxnews.com%2Fcontent%2Fuploads%2F2019%2F01%2FPerezDNC012919.jpg&_nc_hash=AQArfFQnafWYft8x	https://www.foxnews.com/us/fox-news-first-dem-division-over-health-care-for-all	foxnews.com	2019-01-30T12:00:01+0000	1548849601	"2019-01-30 13:00:01"	402	1604	1412	208	3224	9	735	30	11	225	0
link	post_page_15704546335	15704546335_10157783776621336	https://www.facebook.com/15704546335/posts/10157783776621336/	"Another year of growth would mark the longest period of U.S. economic expansion on record."	https://external.xx.fbcdn.net/safe_image.php?d=AQDYB0N2o5RpzEBc&w=130&h=130&url=https%3A%2F%2Fa57.foxnews.com%2Fmedia.foxbusiness.com%2FBrightCove%2F854081161001%2F201901%2F55%2F0%2F0%2F854081161001_5990629729001_5990624045001-vs.jpg%3Fve%3D1%26tl%3D1&cfs=1&_nc_hash=AQAt4o2_fNEXOMU-	https://external.xx.fbcdn.net/safe_image.php?d=AQDnfTOE3EICb9Lz&url=https%3A%2F%2Fa57.foxnews.com%2Fmedia.foxbusiness.com%2FBrightCove%2F854081161001%2F201901%2F55%2F0%2F0%2F854081161001_5990629729001_5990624045001-vs.jpg%3Fve%3D1%26tl%3D1&_nc_hash=AQDpH2hrpDkbn1f5	https://www.foxbusiness.com/economy/us-economy-unlikely-to-enter-recession-in-next-12-months-nabe-survey	foxbusiness.com	2019-01-30T11:30:01+0000	1548847801	"2019-01-30 12:30:01"	4909	1529	5720	1019	8268	645	117	41	4	4	0
